service,...1,Value,Percentage,service_long
AP_CMS,1,1,14.9253731343284,How_do_you_use_the_following_tools__if_at_all?_-_Citation_management_software
AP_CMS,2,2,14.9253731343284,How_do_you_use_the_following_tools__if_at_all?_-_Citation_management_software
AP_CMS,3,3,7.46268656716418,How_do_you_use_the_following_tools__if_at_all?_-_Citation_management_software
AP_CMS,4,5,2.98507462686567,How_do_you_use_the_following_tools__if_at_all?_-_Citation_management_software
AP_CMS,5,9,59.7014925373134,How_do_you_use_the_following_tools__if_at_all?_-_Citation_management_software
AP_GAIT,1,1,7.46268656716418,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
AP_GAIT,2,2,19.4029850746269,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
AP_GAIT,3,3,26.865671641791,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
AP_GAIT,4,4,16.4179104477612,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
AP_GAIT,5,5,1.49253731343284,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
AP_GAIT,6,9,28.3582089552239,How_do_you_use_the_following_tools__if_at_all?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
ARG_ASM,1,2,5.17241379310345,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Ability_to_access_scholarly_materials_from_wherever_you_are
ARG_ASM,2,3,17.2413793103448,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Ability_to_access_scholarly_materials_from_wherever_you_are
ARG_ASM,3,4,77.5862068965517,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Ability_to_access_scholarly_materials_from_wherever_you_are
ARG_PDLC,1,1,7.27272727272727,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Physical_and_digital_library_collections
ARG_PDLC,2,2,16.3636363636364,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Physical_and_digital_library_collections
ARG_PDLC,3,3,21.8181818181818,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Physical_and_digital_library_collections
ARG_PDLC,4,4,54.5454545454545,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Physical_and_digital_library_collections
ARG_WL,1,1,5.76923076923077,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Working_with_librarians
ARG_WL,2,2,19.2307692307692,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Working_with_librarians
ARG_WL,3,3,30.7692307692308,How_much_do_the_following_contribute_to_the_achievement_of_your_research_goals?_-_Working_with_librarians
