StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_IDS,USE_CS,USE_GAIT,USE_LIAC,USE_LDL,USE_LSG,USE_LDB,USE_FPC,USE_HDTS,USE_CCL,USE_DASS,USE_HPC,USE_DSDH,USE_BL,USE_BTE,USE_IPFS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_TRCTP,IMP_ITS,IMP_IDS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_LIAC,IMP_LSSR,IMP_LSSSR,IMP_SSCN,IMP_LDL,IMP_LSG,IMP_LDB,IMP_AFTM,IMP_FPC,IMP_CFCPS,IMP_HDTS,IMP_SDCP,IMP_TRDCP,IMP_CCL,IMP_DASS,IMP_HPC,IMP_DHDS,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_IPFS,IMP_RCTN,IMP_ICDA,IMP_ILDA,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_TRCTP,DS_ITS,DS_IDS,DS_CS,DS_GAIT,DS_SGAIT,DS_LIAC,DS_LSSR,DS_LSSSR,DS_SSCN,DS_LDL,DS_LSG,DS_LDB,DS_AFTM,DS_FPC,DS_CFCPS,DS_HDTS,DS_SDCP,DS_TRDCP,DS_CCL,DS_DASS,DS_HPC,DS_DHDS,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_ELCS,DS_IPFS,DS_RCTN,DS_ICDA,DS_ILDA,EITS,ELS,INF_ATS,INF_ALS,INF_AATD,INF_ATRW,INF_GAIT,INF_CITN,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,AP_GAIT,LRN_CMS,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,RANK,RANK_5_TEXT,TEN,AGE,COMMENT
3/7/2024 9:28,3/7/2024 9:38,0,100,570,1,3/7/2024 9:38,email,EN,1,2,-99,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,2,1,1,1,2,4,1,4,4,4,1,1,1,1,1,1,4,4,4,4,3,1,1,-99,-99,4,4,4,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,4,4,4,-99,-99,Maintain access to help desk,-99,3,3,-99,2,1,2,-99,-99,-99,-99,9,1,1,2,1,1,1,1,1,1,1,5,Full time head coach,1,57.5,-99
3/7/2024 9:24,3/7/2024 9:41,0,100,1006,1,3/7/2024 9:41,email,EN,5,5,2,1,1,5,1,1,3,3,3,2,2,1,1,1,1,1,2,4,4,4,4,4,4,2,2,4,2,2,3,2,3,2,3,3,4,4,4,4,4,4,4,1,1,1,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,-99,4,4,4,4,4,3,4,4,4,-99,-99,-99,-99,4,4,3,3,3,4,4,4,4,"A laminated, one page, instruction sheet secured firmly to the wall next to each classroom's system. Old school, simple, clear. No scanning necessary to solve, don't need a cell phone to scan a code. Each room is different, gets frustrating.","Hard to say b/c each year needs change.  Sometimes, a research project requires a lot of library help. Then, I can go 5 years needing more tech help but not librarian help. Then, its about JSTOR. Next semester about accessing room tech. Flexibility!",2,2,-99,2,1,2,4,4,4,4,9,3,4,2,1,2,2,2,2,2,1,3,-99,3,62.5,"I appreciate your effort to be responsive. The hard part is that you are trying to plan ahead and direct limited resources where needed and, in my case, I am never quite sure from year to year what I am going to be working on. Overall, I do not work with big quant data sets and I am, actually, very old school in my teaching in a lot of ways. I like to read important texts with students and talk and write about them. Canvas and Google Docs are extremely important and useful--I use both every day and depend on them for many kinds of collaborations with colleagues and students."
3/7/2024 9:39,3/7/2024 9:45,0,100,386,1,3/7/2024 9:45,email,EN,3,5,2,2,2,5,5,1,1,1,5,2,3,1,1,1,2,2,2,3,1,1,4,4,4,4,2,4,4,4,1,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,1,4,4,4,4,4,1,1,1,1,2,-99,4,4,4,4,4,4,1,1,1,1,2,-99,-99,2,4,-99,4,4,2,4,4,-99,-99,-99,-99,4,4,4,4,4,1,1,1,1,-99,-99,3,3,3,3,1,1,4,4,4,4,3,1,1,4,4,4,4,4,4,4,1,3,-99,3,-99,-99
3/7/2024 9:37,3/7/2024 9:52,0,100,873,1,3/7/2024 9:52,email,EN,2,5,2,2,2,5,2,2,3,2,5,2,2,1,1,1,3,1,1,5,1,1,4,4,4,3,3,4,2,2,3,4,4,2,2,2,4,3,4,3,3,4,3,-99,-99,-99,4,-99,-99,4,4,4,4,3,2,3,2,-99,4,4,4,-99,3,4,3,-99,4,3,4,-99,2,2,3,3,4,3,3,4,4,-99,-99,-99,4,-99,-99,4,4,4,4,4,4,4,"Perhaps a new computer a year earlier. At the current 5-year schedule I find my computer struggles over the finish line. Also, when I remember the last time I got a new computer it was enormously stressful to set it up, and time consuming. ","The jewels of the library are the special collections and the IT infrastructure on campus to help us work in our offices, at home, and in classrooms. I appreciate all the work that goes into making our work go smoothly.",2,3,1,2,1,2,4,3,4,4,4,2,4,4,4,3,2,2,2,2,1,4,-99,3,57.5,-99
3/7/2024 9:48,3/7/2024 9:56,0,100,499,1,3/7/2024 9:56,email,EN,5,4,1,1,1,3,1,1,1,1,4,2,2,1,1,3,1,1,1,5,4,3,3,3,3,2,2,3,1,1,3,3,4,2,-99,-99,4,3,3,3,3,3,3,2,-99,3,-99,3,3,4,4,4,4,3,3,3,4,-99,4,3,3,-99,-99,4,-99,-99,4,-99,-99,3,-99,-99,3,3,3,3,3,3,3,-99,-99,4,-99,-99,-99,4,4,4,4,3,3,3,N/A-I think the current setup is sufficient.,More access to ebooks and online journals.,2,2,1,1,1,2,-99,-99,-99,-99,9,3,2,2,3,3,3,3,3,2,1,1,-99,1,32.5,-99
3/7/2024 9:41,3/7/2024 9:57,0,100,961,1,3/7/2024 9:57,email,EN,5,5,2,2,2,5,2,4,4,5,5,3,3,1,1,1,2,2,2,5,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,-99,-99,4,4,4,4,4,4,2,3,4,4,1,4,4,-99,-99,-99,3,4,4,2,1,2,2,4,3,2,"I am always confused about the library ticketing system because I'm not sure who to respond to when I receive the ticket. It looks like a auto-generated form without a person connected to it, and so I'm always wondering hot to respond. ","I would love to see more access to databases that are relevant to my field, although I realize they are expensive and we have ILL, it's just sometimes I don't check before the semester whether something we used to have is now no lnoger offered. ",2,2,2,2,1,2,4,4,4,4,3,3,3,3,4,4,3,2,2,2,1,4,-99,3,47.5,-99
3/7/2024 9:31,3/7/2024 10:01,0,100,1802,1,3/7/2024 10:01,email,EN,5,5,5,3,3,5,1,5,4,4,4,3,3,1,1,1,2,4,4,5,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,-99,4,4,4,4,4,4,4,4,4,I really don't know.,Don't know.  I still trying to catch up.,3,3,3,3,3,3,-99,-99,-99,-99,9,4,4,2,4,4,4,4,4,4,1,4,-99,3,67.5,No!  I'm trying to pickup and stay on top of all this ever changing technology.
3/7/2024 9:53,3/7/2024 10:02,0,100,513,1,3/7/2024 10:02,email,EN,5,3,2,1,1,4,2,2,3,3,3,2,2,1,1,1,2,1,2,1,4,3,4,4,4,2,2,4,2,3,4,3,4,1,4,4,4,3,4,4,3,4,4,2,1,1,2,2,3,4,4,4,3,4,2,2,-99,4,4,3,3,4,4,4,4,3,3,4,4,-99,4,4,4,3,4,4,3,4,4,-99,-99,-99,4,4,4,3,3,4,-99,4,4,4,"A ""quick question"" help line, not requiring ticketing.",I have no particular suggestions.,3,4,3,3,2,3,4,4,4,4,1,4,4,4,3,4,4,3,3,2,1,4,-99,3,67.5,-99
3/7/2024 10:06,3/7/2024 10:17,0,100,647,1,3/7/2024 10:17,email,EN,5,5,1,2,2,2,1,-99,5,1,5,2,2,1,1,1,1,1,1,1,4,3,4,4,4,3,3,3,1,1,3,1,3,3,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,-99,-99,4,-99,4,-99,4,-99,4,4,3,-99,2,3,3,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,Perhaps staff the HelpDesk with staff (as opposed to Work-Study students) who have expert information on Mac computers. I have been frustrated in the past by the lack of knowledge of some of the students.,"I'm relatively happy with library services here at Middlebury. I find the news system recently put in place quite good; I have found sources with ease, and been able to request books through inter-library loan. ",2,3,1,2,1,3,4,4,4,3,9,3,3,1,3,2,2,2,2,1,1,4,-99,3,62.5,-99
3/7/2024 10:08,3/7/2024 10:19,0,100,638,1,3/7/2024 10:19,email,EN,5,5,2,1,1,5,1,1,4,1,5,2,2,1,1,1,1,1,1,2,4,4,4,4,4,1,1,4,1,1,2,2,4,1,2,1,4,4,-99,3,3,4,4,-99,-99,-99,-99,-99,-99,4,4,4,1,2,2,2,3,3,4,4,4,-99,-99,4,-99,-99,3,1,4,-99,3,-99,4,3,4,4,4,4,4,-99,-99,-99,-99,-99,-99,3,2,2,-99,-99,-99,-99,WiFi in Twilight Hall has been patchy in the past year. It didn't use to be like that (both in offices and classrooms).,"I've had questions for research librarians about different databases and exporting and filtering results that they haven't been able to help me with. They've been very pleasant and willing to meet, but don't know how to do some more advanced queries.",2,2,1,3,2,2,-99,-99,-99,-99,9,1,1,2,3,3,3,1,1,1,1,3,-99,3,42.5,-99
3/7/2024 10:10,3/7/2024 10:20,0,100,551,1,3/7/2024 10:20,email,EN,4,5,3,3,2,2,1,2,4,2,4,3,3,1,1,1,5,1,2,2,4,4,4,4,4,3,2,1,1,1,4,1,4,3,3,3,4,3,4,4,3,4,4,1,1,1,4,1,2,4,4,4,3,3,4,4,3,2,3,2,2,3,3,-99,-99,-99,4,-99,4,3,3,3,2,3,2,2,2,2,2,-99,-99,-99,3,-99,3,2,1,1,2,2,2,2,"More one on one support--sometimes it works to deal with a student, but I would greatly prefer a professional. The login system is also VERY clunky and since I would never bring/use my phone into a classroom, using that as a backup is less than ideal",More staff positions---and support (compensation) for existing library staff.,3,3,1,2,2,2,4,4,4,4,9,1,1,1,4,1,1,1,1,1,1,3,-99,3,47.5,-99
3/7/2024 10:10,3/7/2024 10:21,0,100,661,1,3/7/2024 10:22,email,EN,5,4,2,3,2,3,1,2,1,1,3,2,2,1,1,1,1,1,1,5,4,3,4,4,4,3,2,3,1,3,2,4,2,1,1,1,4,4,4,4,3,4,4,1,3,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,-99,4,4,4,-99,-99,4,4,4,4,4,3,3,I'm satisfied with what you're doing now.,Provide all required textbooks as epubs.,3,3,2,3,2,3,4,4,4,4,9,1,1,2,2,2,2,2,2,1,1,4,-99,3,67.5,-99
3/7/2024 10:09,3/7/2024 10:23,0,100,857,1,3/7/2024 10:23,email,EN,1,5,2,1,1,5,3,1,1,1,1,3,3,2,1,5,1,1,1,5,1,1,4,4,4,4,1,4,4,2,1,1,1,4,1,1,1,1,4,4,4,4,4,4,1,4,1,1,1,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,-99,4,-99,-99,-99,-99,-99,4,4,4,4,-99,4,4,4,4,4,4,-99,4,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,3,3,3,3,2,3,4,4,4,4,4,1,3,3,3,-99,1,2,3,3,-99,-99,-99,-99,-99,-99
3/7/2024 10:17,3/7/2024 10:32,0,100,904,1,3/7/2024 10:32,email,EN,2,4,2,1,1,3,1,2,5,2,5,-99,2,1,1,1,1,1,2,4,2,2,4,4,4,3,-99,-99,1,1,3,4,4,4,4,2,4,4,4,4,3,4,4,-99,-99,-99,-99,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,It has been quite a few years since I had any complaints about IT services!  Maybe put more people on the Help Desk... but I fully understand staffing problems.,"Please retain all databases and eBooks!  When these were suddenly eliminated a few years ago, it quickly became a massive problem both for me and for my students.  Now they are all back and I wouldn't want to lose them again.",3,3,2,1,1,2,-99,-99,-99,-99,9,2,2,2,3,3,1,2,2,1,1,4,-99,3,67.5,-99
3/7/2024 10:30,3/7/2024 10:37,0,100,413,1,3/7/2024 10:37,email,EN,5,5,1,2,1,5,2,2,3,2,4,2,2,1,2,1,1,1,1,3,4,2,3,3,4,3,2,4,2,2,4,2,3,3,3,2,4,4,2,2,2,3,4,2,3,2,1,1,1,4,4,4,3,3,3,3,4,4,3,3,3,3,-99,3,-99,-99,4,4,4,4,4,3,3,3,3,4,4,3,3,-99,3,-99,-99,-99,-99,3,3,3,3,4,4,4,-99,-99,3,3,2,2,1,2,4,3,3,3,9,2,1,2,1,2,2,2,2,2,1,3,-99,3,42.5,-99
3/7/2024 10:31,3/7/2024 10:40,0,100,554,1,3/7/2024 10:40,email,EN,5,5,1,1,1,5,5,1,1,1,1,2,2,1,1,1,1,1,1,5,4,4,4,2,4,2,1,4,4,4,1,2,3,1,1,3,4,3,3,3,3,3,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,-99,-99,4,4,4,2,2,3,-99,-99,-99,2,2,3,3,3,3,3,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,1,1,"On-premise file storage is probably not necessary, but Midd-managed instances of repositories and data and code notebooks would be useful to ensure secure and reliable access w a negotiated SLA","The function of the library is shifting rapidly, and I'm not sure that we want to be in front of that curve - but I do think we might be behind it. Information, in a book or on-line, wants to be free, and any barrier to access is an issue.",4,3,2,3,4,2,4,2,2,2,1,1,1,1,1,2,1,4,4,4,1,3,-99,3,52.5,"I'm not entirely sure I understand the questions about services like ChatGPT that Midd does not contract with. My understanding is that the Microsoft AI is covered by our general MSFT contract (re: confidentiality), so should we be pushing using of that interface and not the ChatGPT interface? Thanks!"
3/7/2024 8:53,3/7/2024 10:40,0,100,6422,1,3/7/2024 10:40,email,EN,1,4,2,1,1,5,1,2,3,1,2,2,2,1,1,1,1,2,1,5,2,2,3,2,2,2,2,4,1,1,1,1,3,1,3,-99,3,3,4,4,3,4,4,1,1,1,1,3,1,4,4,4,4,3,2,3,-99,-99,4,4,4,-99,-99,4,-99,-99,-99,-99,-99,-99,4,-99,4,4,4,4,3,4,2,-99,-99,-99,-99,4,4,3,3,3,4,-99,4,4,-99,-99,3,3,2,3,3,3,4,4,4,4,9,2,2,1,2,1,1,3,3,2,0,1,-99,1,77.5,-99
3/7/2024 10:36,3/7/2024 10:44,0,100,510,1,3/7/2024 10:44,email,EN,5,4,3,3,3,3,1,2,3,1,2,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,2,3,3,3,3,2,2,3,2,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,3,3,3,2,3,4,4,4,3,3,3,3,-99,-99,3,3,4,4,-99,-99,4,3,3,3,3,3,3,3,-99,-99,-99,-99,-99,4,4,4,4,4,3,3,-99,-99,2,2,2,2,2,2,3,3,3,3,9,2,3,3,3,2,2,3,3,3,0,2,-99,1,72.5,-99
3/7/2024 10:43,3/7/2024 10:47,0,100,235,1,3/7/2024 10:47,email,EN,5,5,5,5,2,5,4,5,5,5,5,3,3,2,2,1,1,1,2,5,4,4,4,4,4,4,2,4,3,3,2,2,4,3,3,4,4,1,4,2,4,4,4,2,2,1,1,1,3,4,4,4,4,4,4,4,3,3,4,4,4,3,-99,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,4,4,4,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,-99,3,47.5,-99
3/7/2024 10:51,3/7/2024 11:03,0,100,680,1,3/7/2024 11:03,email,EN,5,4,2,2,1,3,1,2,5,5,5,2,2,1,1,1,1,1,2,1,4,4,4,4,4,4,-99,3,-99,-99,4,4,4,3,4,4,4,4,4,-99,4,4,4,-99,-99,-99,-99,-99,3,4,4,4,-99,3,3,4,3,4,4,4,4,4,-99,4,-99,-99,4,3,3,-99,4,4,3,3,4,-99,4,4,4,-99,-99,-99,-99,-99,4,4,4,4,-99,4,4,4,Continue to hire excellent staff and students who have helped me numerous times with computer and technology issues,"Have the college pay librarians and library staff what they deserve and for the college to restore funding towards accessing scholarly databases and other academic sources. (this is not a library issue, but an Old Chapel issue).  ",3,3,3,3,3,3,-99,-99,-99,-99,9,2,2,1,1,1,1,1,1,1,1,3,-99,3,52.5,I would like to take this opportunity to say that Brenda Ellis has been an invaluable resource for my students and classes.
3/7/2024 10:59,3/7/2024 11:07,0,100,484,1,3/7/2024 11:07,email,EN,5,4,-99,2,1,5,4,2,4,1,5,2,2,4,1,1,1,1,2,5,4,1,4,2,4,2,1,3,2,2,3,2,2,3,2,2,4,2,3,3,3,2,3,4,2,2,1,3,3,4,4,2,4,3,3,2,4,-99,4,4,4,3,-99,3,3,-99,4,4,4,4,-99,3,4,3,3,3,3,3,4,4,-99,-99,-99,4,4,4,3,3,4,3,3,4,-99,-99,3,3,2,2,2,3,4,2,3,4,2,1,1,2,1,2,2,2,1,2,1,3,-99,3,42.5,-99
3/7/2024 10:59,3/7/2024 11:14,0,100,919,1,3/7/2024 11:14,email,EN,5,5,2,2,1,5,3,2,3,3,2,1,2,1,1,1,1,1,1,5,4,3,4,3,4,3,-99,4,2,3,4,-99,4,3,2,2,3,2,3,3,3,3,3,1,-99,-99,-99,-99,-99,4,4,4,4,4,3,3,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,3,4,4,4,4,Often it's hard to know what resources are available for a particular need.,"I think the library does a good job overall. Sometimes there are services that could of use but I don't know about them, so finding as many ways as possible to let faculty and students know what's available to us all.",3,2,2,2,2,3,4,4,4,4,3,3,1,3,2,2,2,4,4,4,0,5,Professor Emeritus,3,72.5,"Just -- thanks! The Midd library is excellent, the services are extensive and important. I know you're struggling with challenges of budgets and costs.   The staff, especially, are great. To name a few who've spent a lot of time with me over the years -- Joe Antonioli, Terry Simpkins, Brian Foley, Nate Burt."
3/7/2024 11:09,3/7/2024 11:21,0,100,725,1,3/7/2024 11:21,email,EN,1,4,2,1,1,4,5,1,4,4,4,2,2,5,1,1,1,3,4,5,1,2,4,4,4,2,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,-99,-99,4,4,4,-99,-99,3,3,3,-99,4,4,4,4,4,4,-99,3,3,2,3,3,2,-99,-99,-99,4,4,2,2,3,4,4,4,4,Access to a variety of generative AI apps,"Easier access to online academic journals. Right now there are many hoops to go through, and even then, the access can be spotty.",2,2,1,3,3,3,-99,-99,-99,-99,3,1,1,2,2,1,1,3,3,2,0,5,research scholar,1,67.5,The library is great. I'm especially grateful for access to relevant software and equipment used by my students. Thank you.
3/7/2024 11:14,3/7/2024 11:28,0,100,804,1,3/7/2024 11:28,email,EN,1,2,2,4,1,1,1,2,1,1,2,2,3,1,1,1,1,1,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,1,4,4,4,4,4,1,1,1,1,1,1,1,3,3,3,4,4,4,-99,-99,4,4,4,4,4,-99,-99,-99,4,4,4,4,-99,-99,4,-99,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,3,4,4,4,I am very satisfied with the IT services that support me.,Does the Library select books for purchase for its collection or does it rely on faculty and student requests? I wonder who is responsible for keeping the collection up to date.,3,3,3,1,1,2,4,4,4,4,9,2,2,2,3,3,3,1,1,1,1,4,-99,3,77.5,I am very happy with the IT services I receive.
3/7/2024 11:18,3/7/2024 11:28,0,100,647,1,3/7/2024 11:28,email,EN,5,5,1,1,1,5,1,2,4,4,3,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,1,1,2,4,4,3,4,4,4,4,4,4,4,4,4,2,1,2,1,1,3,4,4,4,4,4,4,4,4,4,3,3,4,4,-99,4,-99,-99,4,4,4,-99,4,4,4,3,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,-99,-99,-99,-99,3,3,2,3,1,3,-99,-99,-99,-99,9,3,3,3,4,4,1,4,4,2,1,4,-99,3,62.5,-99
3/7/2024 11:33,3/7/2024 11:41,0,100,523,1,3/7/2024 11:41,email,EN,5,4,2,1,1,4,1,2,1,1,2,2,2,1,1,1,1,2,1,2,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,-99,-99,-99,3,3,3,3,3,3,3,2,2,3,-99,2,3,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,advanced version of canvas.,ease to find books/ materials in search engine. The interface is less intuitive and not user friendly. Main search engine could have options for selecting materials to narrow search,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,3,-99,4,4,4,4,-99,1,2,-99,1,-99,-99
3/7/2024 11:40,3/7/2024 11:47,0,100,418,1,3/7/2024 11:47,email,EN,5,5,2,1,1,5,1,2,1,1,3,1,1,1,1,1,1,2,2,1,3,2,2,2,2,4,1,4,1,1,1,2,2,4,1,1,2,4,4,3,3,4,3,2,3,3,1,2,2,4,4,3,2,3,3,2,4,-99,2,3,4,-99,-99,4,-99,-99,3,-99,-99,1,-99,-99,3,3,1,-99,1,1,1,1,1,1,-99,1,2,1,1,2,3,1,1,2,"Focus on scientific programming support.  I can't send students to anyone for help with installations.  No one can help me set up centralized computing resources (JupyterHub, group workstation). This must change. A half-time position won't cut it.",-99,2,2,2,2,1,1,-99,-99,-99,-99,9,2,1,1,1,2,2,2,2,2,1,2,-99,2,32.5,-99
3/7/2024 12:05,3/7/2024 12:15,0,100,654,1,3/7/2024 12:15,email,EN,5,2,2,3,1,2,1,3,-99,-99,5,3,1,1,1,1,1,1,1,5,3,4,1,2,4,1,1,2,1,1,1,2,3,1,-99,-99,4,4,4,-99,-99,4,4,1,1,1,1,2,2,4,4,4,4,-99,-99,-99,3,3,4,4,4,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,2,2,4,-99,-99,4,4,-99,-99,-99,-99,-99,-99,4,4,2,4,-99,-99,-99,"I'm very sick of how much authenticating I have to do in order to access things like email and Canvas and Banner, which I must use constantly. I'm constantly having to rush to find my phone or log out and log back into Banner to change the student","1. More hard copies of core texts and more assistance for students in finding them, using course reserve, etc.  2. More database access for my research, especially Web of Science",2,2,2,2,2,2,4,4,4,4,9,2,1,1,3,3,3,1,1,2,1,5,Visiting Assistant Professor,1,47.5,-99
3/7/2024 10:59,3/7/2024 12:20,0,100,4865,1,3/7/2024 12:20,email,EN,5,5,2,1,1,5,3,1,2,1,4,2,3,5,1,4,1,1,1,5,1,1,4,4,4,1,1,4,3,1,3,3,3,4,3,1,4,3,4,2,4,3,3,4,4,4,1,1,1,4,4,4,4,4,4,4,1,-99,2,4,3,-99,-99,2,-99,-99,1,4,1,1,4,-99,3,3,3,3,2,3,2,1,1,1,-99,-99,-99,2,2,2,2,1,1,4,"Support for specialized scientific computing / teaching and for data analysis support services. We could be doing creative work with resources like JupyterHub, Shiny App server (w public access) AND dedicated human resources to maintaining, training","Many of my negative responses reflect the lack of a geography library liaison or data analysis specialist at present, and would improve if such a new person was hired to fill the vacancy.",4,4,4,4,4,4,-99,-99,-99,-99,1,1,1,4,1,4,4,4,4,4,1,2,-99,2,42.5,-99
3/7/2024 12:13,3/7/2024 12:23,0,100,621,1,3/7/2024 12:23,email,EN,2,3,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,4,1,1,3,2,3,2,1,1,1,1,1,2,2,1,1,1,3,2,4,4,3,4,4,2,1,1,1,1,2,4,4,4,3,2,2,4,3,3,3,3,3,3,-99,-99,-99,-99,4,3,4,3,3,3,4,3,3,3,3,3,3,4,-99,-99,-99,3,3,4,3,3,4,3,3,3,Ability to get IT help and support right in my office.,-99,2,2,2,3,2,2,4,4,3,3,9,1,1,2,2,2,1,3,3,1,1,4,-99,3,67.5,-99
3/7/2024 12:27,3/7/2024 12:43,0,100,939,1,3/7/2024 12:43,email,EN,5,5,2,2,2,5,2,2,-99,5,3,3,3,3,2,1,2,2,2,5,4,4,4,4,3,4,3,4,2,2,3,3,3,3,4,2,4,4,4,3,2,3,3,3,3,2,2,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,3,3,Library services has liaisons with departments or divisions. Nice to have that one person to contact. Could ITS do same? would be nice to have a department/division point person.,Find a way to access foreign digital newspapers with greater ease. It has become difficult because each one requires a subscription now. Hard to assign students to read newspapers from other countries. Is there a bundle available?,3,3,3,3,1,2,4,4,3,4,3,3,3,4,4,4,3,3,3,3,1,4,-99,3,62.5,-99
3/7/2024 12:49,3/7/2024 12:58,0,100,546,1,3/7/2024 12:58,email,EN,5,5,2,2,2,4,1,2,3,2,2,2,2,1,1,1,2,1,1,4,4,3,4,4,4,4,2,3,1,1,3,2,4,2,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,"If applicable here: staffing and advising for special IT needs in campus spaces for special programs, such as audio and video for remote guest presentations and workshops.",I feel that present library services  satisfy my needs.,2,2,2,2,1,4,4,4,4,4,9,3,3,1,3,2,2,4,4,4,1,4,-99,3,52.5,-99
3/7/2024 13:08,3/7/2024 13:16,0,100,475,1,3/7/2024 13:16,email,EN,5,5,2,2,1,1,1,2,3,3,3,2,2,1,1,1,1,2,2,5,4,4,4,4,4,4,1,1,1,1,4,4,4,2,4,4,4,4,4,4,2,4,4,2,1,1,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,-99,-99,-99,-99,4,4,4,-99,4,4,4,4,4,4,2,4,4,-99,-99,-99,3,4,4,4,4,4,4,4,4,4,-99,-99,2,2,1,2,1,3,-99,-99,-99,-99,-99,3,1,2,1,2,1,2,2,2,1,4,-99,3,62.5,-99
3/7/2024 8:42,3/7/2024 13:17,0,100,16538,1,3/7/2024 13:18,email,EN,5,5,2,2,2,3,1,2,5,1,5,2,2,1,2,1,3,1,1,5,3,3,4,4,4,4,2,4,1,1,3,4,3,3,4,2,4,4,4,3,3,4,4,2,4,2,4,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,-99,-99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-99,3,-99,-99,3,3,3,3,3,3,2,-99,-99,2,2,2,2,1,1,-99,-99,-99,-99,9,2,2,2,3,3,2,2,2,1,-99,-99,-99,-99,-99,-99
